"The Japanese hang the Soviet spy Richard Sorge at","1944-11-9","The Japanese hang the Soviet spy Richard Sorge at Sugamo Prison in Tokyo. Sorge has been working for 8 years as the Tokyo correspondent for a German newspaper and during that time he has sent detailed information concerning German and Japanese plans to the Soviet Union. Among the information sent is a warning of the German attack on the USSR in 1941."
"British Prime Minister Winston Churchill announces","1941-11-10","British Prime Minister Winston Churchill announces that should the United States become involved in a war with Japan, a British declaration of war will follow within the hour. The Japanese Foreign Minister says their aim is to make the US and UK retreat from East Asia."
"The British Fleet launches an air attack against t","1940-11-11","The British Fleet launches an air attack against the Italian fleet at Taranto. Swordfish aircraft from the Aircraft Carrier HMS Illustrious damage three battleships, two cruisers, two destroyers and two auxiliary craft. This British victory, forces the Italians to temporarily withdraw their big surface units to the safer ports on the west coast of Italy."
"In Occupied Norway the German battleship Tirpitz i","1944-11-12","In Occupied Norway the German battleship Tirpitz is attacked at anchor in Tromsofiord by 21 British Lancaster bombers carrying 12,000-pound Tall-Boy bombs. The planes are from No. 9 and No. 617 Squadrons. The vessel turns over within thirteen minutes of the explosions. A total of 902 German sailors are killed in the attack. Offshore, British Royal Navy cruisers and destroyers attack a German coastal convoy."
"U-81, commanded by Kapitänleutnant Friedrich Gugge","1941-11-13","U-81, commanded by Kapitänleutnant Friedrich Guggenberger, torpedoes the British aircraft carrier Ark Royal 30 miles off of Gibraltar. Badly damaged she sank the following day with the loss of only one crew member."
"Off of Guadalcanal, Admiral Tanaka turns south wit","1942-11-14","Off of Guadalcanal, Admiral Tanaka turns south with his destroyers and transports and comes under heavy air attack from both Henderson Field and planes from the USS Enterprise. Seven of the transports and two warships are lost. He continues his advance throughout the night and manages to sail his remaining transports to Tassafaronga. However, more of the Japanese troops are killed by air attack while disembarking. Meanwhile, the second battle of Guadalcanal gets underway shortly before midnight. The Japanese covering force supporting the convoy with the battleship Kirishima, four cruisers and nine destroyers, encounters US Task Force 64, with the battleships  Washington and  South Dakota and four destroyers. The battle begins with damage to the  South Dakota. It is forced from the battle. A seven minute burst of fire from the USS  Washington sinks the Kirishima. Control of the seas around Guadalcanal is passing to the Americans. Supply problems are mounting for the Japanese, who will now be forced to make considerable use of submarines to transport supplies."
"In temperatures of -20°C, Army Group Centre resume","1941-11-15","In temperatures of -20°C, Army Group Centre resumes its offensive against Moscow. The German attack plan is to involve tank forces which are to drive with converging attacks from the north and south of the capital. General Guderian's 2nd Panzer Group begins advancing from Tula, while the 3rd and 4th Panzer Group will advance from the north toward the Moscow Canal. The infantry armies on the flanks are to make supporting attacks."
"The funeral of Czech Jan Opletal becomes the occas","1939-11-17","The funeral of Czech Jan Opletal becomes the occasion for a large student demonstration. In response, SS forces occupy all universities and 9 student leaders are executed"
"Operation Crusader, the British Eighth Army's offe","1941-11-18","Operation Crusader, the British Eighth Army's offensive to relieve Tobruk begins. Rommel, who arrives back from Rome that day, is caught by surprise, allowing the British XXX Corps to advance 50-miles and capture the axis airfield 10 miles south of Sidi Rezegh. The Germans, believing that the British are about to encircle Bardia, send the Afrika Korps on a wild goose chase in that direction."
"170 miles off the coast of western Australia, the","1941-11-19","170 miles off the coast of western Australia, the Australian light cruiser Sydney discovers the German raider ship Kormoran. The Sydney approached to hail and was fired upon with both deck guns and torpedoes. The Kormoran has been responsible for sinking 11 ships during its tour. The Sydney returns fire and after a brief battle both ships sink. News of the battle comes from survivors from the Kormoran, no one survives from the Sydney."
"With artillery audible in the distance, Hitler dep","1944-11-20","With artillery audible in the distance, Hitler departs for Berlin from the Wolfschanze (Wolf's Lair), his headquarters near Rastenburg in East Prussia that he has occupied since the beginning of the war with the Soviet Union in June 1941. Although construction work continues on the headquarters, Hitler never returns."
"Battleship Kongo, the Imperial Japanese Navy's fir","1944-11-21","Battleship Kongo, the Imperial Japanese Navy's first superdreadnought class battle cruiser, was sunk in the Formosa Strait by three torpedoes from the U.S. submarine Sealion. It was the only battleship of the Imperial Japanese Navy to be sunk by a submarine and the last battleship ever sunk by a submarine."
"In the Atlantic, the German raider Atlantis is dis","1941-11-22","In the Atlantic, the German raider Atlantis is discovered and sunk while refueling a U-boat off the coast of West Africa, by the British cruiser Devonshire . In her cruise, the Atlantis had sunk 22 ships for a total of 145,700 tons."
"The Rebel siege of Chattanooga ends as Union force","1863-11-23","The Rebel siege of Chattanooga ends as Union forces under Grant defeat the siege army of Gen. Braxton Bragg. During the battle, one of the most dramatic moments of the war occurs. Yelling Chickamauga! Chickamauga! Union troops avenge their previous defeat at Chickamauga by storming up the face of Missionary Ridge without orders and sweep the Rebels from what had been thought to be an impregnable position. My God, come and see 'em run! a Union soldier cries."
"Two Luftwaffe officers, make the war's most audaci","1941-11-24","Two Luftwaffe officers, make the war's most audacious attempt to escape from a British POW camp. Lt. Heinz Schnabel and Oblt. Harry Wappler were prisoners in Camp No.15 near Penrith, Northumbria. Forging papers that identified them as Dutch officers serving in the RAF, they made their way to the RAF airfield at Kingstown near Carlisle and started the engine of a Miles Magister. Taking off, they soon realized they did not have the fuel to make it to Nazi-occupied Holland reluctantly they turned back, landing in a field about five miles north of Great Yarmouth. Recaptured, they were sent back to Camp No.15 again and sentenced to 28 days solitary confinement."
"Born Today: Karl F Benz (auto manufacturer),  Robe","1-11-25","Born Today: Karl F Benz (auto manufacturer),  Robert Ripley (Believe it or Not), Joe DiMaggio (baseball player), Christina Applegate (actress)"
"In the Bismarck Archipelago, during the night, 5 J","1943-11-25","In the Bismarck Archipelago, during the night, 5 Japanese destroyers, carrying troops to Buka in the Solomon Islands, are surprised by 5 American destroyers led by Captain Burke off Cape St George. Three Japanese ships are sunk."
"Japanese 1st Air Fleet sets sail for Pearl Harbor,","1941-11-26","Japanese 1st Air Fleet sets sail for Pearl Harbor, from its anchorage in the Kurile Islands. Commanded by Admiral Chuichi Nagumo, its consists of 6 aircraft carriers, 2 battleships, 3 cruisers, 9 destroyers and 8 oil tankers and has strict orders to observe strict radio silence."
"Born Today: Michele Puccini (composer),  Bruce Lee","1-11-27","Born Today: Michele Puccini (composer),  Bruce Lee (karate star), Jimi Hendrix (rock guitarist)"
"The Tobruk garrison links up the the New Zealand D","1941-11-27","The Tobruk garrison links up the the New Zealand Division of the Eighth Army at El Duda. Rommel forces, now under constant attack by the RAF is forced to turn his forces around in order to deal with this new development. Gondar, the last Italian held town in East Africa surrenders to British forces after a tough battle. The Italian commander, General Nasi surrenders 23,500 men, while the British suffer 500 casualties."
"The British 8th Army launches an offensive across","1943-11-28","The British 8th Army launches an offensive across the Sangro River in Italy. The assault begins with an air and artillery bombardment. A new bridgehead is established and the 8th Indian Division penetrates as far as Mozzogrogna. The defending German 65th Division is badly shaken by the offensive but German reserves have assembled behind it."
"In the Battle of Tassafaronga, American attempts t","1942-11-30","In the Battle of Tassafaronga, American attempts to stop the regular night supply run of the Tokyo Express under Admiral Tanaka again develops into a major battle. Tanaka has 8 destroyers and Admiral Wright has 5 heavy cruisers and 7 destroyers. Wright uses radar to find the Japanese force and fire the first salvo. However, the American attack is ineffective with only one hit on a Japanese destroyer which sinks later. The Japanese sink one cruiser and damage 3 very seriously. Despite this success, Admiral Tanaka is reprimanded for failing to deliver the supplies needed by the starving Japanese forces on the island."
"In the Philippines, Japanese attacks on Kilay Ridg","1944-11-29","In the Philippines, Japanese attacks on Kilay Ridge, on Leyte, continue. American forces successfully counterattack. At sea, the battleship USS Maryland and 2 destroyers are seriously damaged by Kamikaze attacks."
"In the Marshall Islands a task force commanded by","1943-12-4","In the Marshall Islands a task force commanded by Admiral Pownall and a task force commanded by Admiral Montgomery attack Kwajalein with a combined fleet of 6 carriers and nine cruisers. The Japanese lose 6 transports and 2 cruisers are damaged. A claimed 55 Japanese aircraft are shot down for the loss of 5 attacking American planes. The USS Yorktown conducts an air raid on Wotje."
"With the main forces of Army Group Centre just 19","1941-12-5","With the main forces of Army Group Centre just 19 miles from Moscow, Hitler abandons the offensive for winter and agrees to some local withdrawals to more defensive terrain. Zhukov launches a counter-offensive across the frozen upper Volga in the area of Kalinin, to the northwest of Moscow. He uses Konev's Kalinin Front for the purpose, but despite the severe cold and exhaustion of the German troops, his forces meet severe resistance, with only the 31st Army enjoying any success as it pushed towards Turginovo. Hungary and Romania both declare war on Britain."
"The final breakdown of deteriorating relations bet","1941-12-6","The final breakdown of deteriorating relations between the US and Japan. Roosevelt makes an appeal to the Japanese Emperor for peace. This direct approach violates Japanese cultural mores concerning the role of the Emperor and it goes unanswered. The US code breaking service has routinely intercepted and decoded all Japanese diplomatic messages and the most of the December 6th message is translated and sent to the President. It is clear from the message that war is imminent, but there are no specific details."
"At 6:15 Honolulu time, the first wave of Japanese","1941-12-7","At 6:15 Honolulu time, the first wave of Japanese aircraft take off from their carriers which are located about 200 miles north of Hawaii. At 7:50, 43 fighters, 51 dive-bombers, 70 torpedo-bombers and 50 ordinary bombers arrive over Hawaii. They launch attacks against the airfields at Wheeler, Kaneohe, Ewa and Hickham and against the American warships anchored at ‘Battleship Row’ in Pearl Harbor. Surprise was complete and within a few minutes 5 battleships and 2 light cruisers had been sunk and a large number of aircraft (180) destroyed on the ground. Within an hour, the second wave of Japanese strike aircraft (36 fighters, 80 dive-bombers, 54 bombers) had arrived over the target, sinking a further 3 destroyers and damaging another battleship. By 10:00 the attack was over"
"Japanese aircraft bomb Singapore. The raid inflict","1941-12-8","Japanese aircraft bomb Singapore. The raid inflicts about 200 casualties, mostly civilians. Japanese troops land at Singora and Patani on the Kra peninsula in southern Thailand, which surrenders the same day. Japanese make landings at Kota Bharu on the north eastern coast of Malaya, although troops of the 8th Indian Brigade put up strong resistance against these Japanese landings. However, rumours that the Japanese had broken through the defenders, caused the RAF to evacuate Kota Bharu airfield and forced the 8th Indian Brigade to withdraw to the south after dark. Japanese troops launch an offensive against the new territories, a part of the British colony of Hong Kong. The Japanese overrun the US garrisons in Shanghai and Tientsin."
"Hitler lifts the ban on U-boats operating in US te","1941-12-9","Hitler lifts the ban on U-boats operating in US territorial waters two days before he declares war on the USA. This was to allow Dönitz to deploy 5 U-boats along the USA's eastern seaboard in order to be available for immediate action when the declaration of war was made."
"Born Today:  Georgi K Zhukov (Russian General),  R","1-12-11","Born Today:  Georgi K Zhukov (Russian General),  Robert Koch (Nobel bacteriologist), Kamehameha V (Hawaiian King), Nikki Sixx (bassist)"
"The Wake Island Garrison, with the support of the","1941-12-11","The Wake Island Garrison, with the support of the four remaining F4F Wildcats, repulsed the first Japanese landing attempt by the South Seas Force, which included the light cruisers Yubari, Tenryu, and Tatsuta"
"Born Today: Gustave Flaubert (author), Frank Sinat","1-12-12","Born Today: Gustave Flaubert (author), Frank Sinatra (singer), Jesse Owens (olympian), Jennifer Connelly (actress)"
"Operation Winter Storm. German Field Marshal Manst","1942-12-12","Operation Winter Storm. German Field Marshal Manstein begins his attack to relieve the forces in around  Stalingrad. His forces are comprised of 13 divisions including 3 panzer units. The Soviet 51st Army is defending the area. Once the attack begins, the Soviets quickly move the 2nd Guards Army to take up positions on the Myshova River, however it takes several days for them to arrive and the 51st holds off the German attack alone."
"HMS Galatea was torpedoed and sunk by the German s","1941-12-14","HMS Galatea was torpedoed and sunk by the German submarine U-557 off Alexandria, Egypt with 269 killed. Some 100 survivors were picked up by the British destroyers HMS Griffin and HMS Hotspur. U-557 was sunk the next day in an accidental ramming by the Italian torpedo boat Orione with all hands lost."
"Frogmen of the Italian Navy penetrate the port of","1941-12-19","Frogmen of the Italian Navy penetrate the port of Alexandria in Egypt and cripple the British battleships HMS Valiant and Queen Elizabeth, along with a destroyer and a tanker. This means that Cunningham had lost all his battleships and could no longer muster a force strong enough to take on the Italian fleet."
"Born Today: Dr Samuel Mudd (Aided Lincoln's assass","1-12-20","Born Today: Dr Samuel Mudd (Aided Lincoln's assassin), Kiefer Sutherland (actor), Peter Criss (Kiss drummer), Uri Geller (fork bender)"
"Soviet forces halt a German army trying to relieve","1943-12-20","Soviet forces halt a German army trying to relieve the besieged city of Stalingrad."
"US Task Force 58, under Admiral Mitscher, conducts","1945-3-18","US Task Force 58, under Admiral Mitscher, conducts air raids on airfields on Kyushu. There are Japanese Kamikaze attacks by about 10 planes which hit Intrepid, Yorktown and Enterprise but fail to disable any of the aircraft carriers. Admiral Spruance, command the US 5th Fleet, is present for the operations."
"In the North Atlantic the British battleship Malay","1941-3-19","In the North Atlantic the British battleship Malaya is seriously damaged by a torpedo from U-106 when with a convoy in the Atlantic. The Malaya goes to New York for repairs -- the first major British warship to receive such help."
"French resistance member Pierre Georges commits th","1941-8-21","French resistance member Pierre Georges commits the first violent act of resistance against the Germans in Paris when he assassinates a German naval cadet in the Barches-Rochechouart Metro station. More than 150 Parisians would be shot by the Germans in reprisal."
"On the Eastern Front, German forces begin to withd","1943-8-22","On the Eastern Front, German forces begin to withdraw from Kharkov under pressure from Soviet forces. Field Marshal Manstein, commanding Army Group South, believes that holding out any longer would result in the encirclement and destruction of the defending German units."
"Born Today: George Washington Carver (Botanist), R","1-1-5","Born Today: George Washington Carver (Botanist), Robert Duvall (actor),  Jean Dixon (tabloid psychic), Marilyn Manson (singer)"
"British naval forces led by Brigadier General Bene","1781-1-5","British naval forces led by Brigadier General Benedict Arnold burned Richmond, VA. Arnold had previously been an American General until his plan to hand over the American fort at West Point, New York to the British for 20,000 sterling (about &#036;1,000,000 today) was discovered. In a letter to George Washington he said, love to my country actuates my present conduct, however it may appear inconsistent to the world, who very seldom judge right of any man's actions."
"Born Today:  Constantine (last Byzantine Emperor),","1-2-9","Born Today:  Constantine (last Byzantine Emperor), William Henry Harrison (US President), Joe Pesci (actor), Lennox Lewis (boxer)"
"Born Today:  Chuck Yeager (US test pilot), ET Mana","1-2-13","Born Today:  Chuck Yeager (US test pilot), ET Manager (Bucketeer Tool), Peter Tork (Monkees), Peter Gabriel (Rocker)"
"Born Today: Bugsy Siegel (gangster),  Mario Andret","1-2-28","Born Today: Bugsy Siegel (gangster),  Mario Andretti (racer), Bernadette Peters (actress)"
"Second Battle of Kharkov – In the eastern Ukraine,","1942-5-12","Second Battle of Kharkov – In the eastern Ukraine, the Soviet Army initiates a major offensive. During the battle the Soviets will capture the city of Kharkov from the German Army, only to be encircled and destroyed"
"Germany's conquest of France begins as the German","1940-5-13","Germany's conquest of France begins as the German army crosses the Meuse River. Churchill makes his blood, tears, toil and sweat speech to the House of Commons"
"Rotterdam is bombed by the German Luftwaffe","1940-5-14","Rotterdam is bombed by the German Luftwaffe"
"The Dambuster Raids by RAF 617 Squadron on German","1943-5-16","The Dambuster Raids by RAF 617 Squadron on German dams"
"During the American Revolutionary War, the Contine","1775-5-17","During the American Revolutionary War, the Continental Congress bans trade with Canada"
"SS troops burn down six villages in the Brkini hil","1944-5-18","SS troops burn down six villages in the Brkini hills in south western Slovenia"
"British Prime Minister Winston Churchill and U.S.","1943-5-19","British Prime Minister Winston Churchill and U.S. President Franklin D. Roosevelt set Monday, May 1, 1944 as the date for the cross-English Channel landing (D-Day would later be delayed over a month due to bad weather)"
"The first prisoners arrive at a new concentration","1945-12-20","The first prisoners arrive at a new concentration camp at Auschwitz and 5 years later Alfred Rosenberg, the unofficial philosopher of the NSDAP and the person responsible for formulating the racial policies of the party, is arrested. He was tried at Nuremberg and found guilty of conspiracy to commit crimes against peace"
"950 miles off the coast of Brazil, the freighter S","1941-5-21","950 miles off the coast of Brazil, the freighter SS Robin Moor becomes the first United States ship sunk by a German U-boat."
"The Pact of Steel was an Italian-German alliance i","1939-5-22","The Pact of Steel was an Italian-German alliance in the event of international threats, of immediate aid and military support in the event of war, and of collaboration in military and wartime production. Also, neither country would make peace without the agreement of the other."
"When the Royal Canadian Air Force's 115th Fighter","1942-5-24","When the Royal Canadian Air Force's 115th Fighter Squadron lands at Alaska's Annette Island, a US Customs officer refuses to let the pilots out of their planes until they pay duty on their arms and equipment. It takes a message from Secretary of State Cordell Hull granting the Canadians Distinguished Foreign Visitor status to end this idiocy."
"The Battle of Dunkirk lasted from around May 25 to","1940-5-25","The Battle of Dunkirk lasted from around May 25 to June 4, 1940. A large force of British and French soldiers were cut off in northern France by a German armoured advance to the Channel coast at Calais."
"In North Africa, Italian infantry launch holding a","1942-5-26","In North Africa, Italian infantry launch holding attacks on the British Gazala Line, which has been heavily fortified. British armor is being held in reserve, available for blocking any Axis outflanking moves. Rommel sends all his armor, both Italian and German, in a wide sweeping movement south of Bir Hacheim. The Italian Trieste Division engages the British 150th Brigade between Trigh Capuzzo and Trigh el Abd."
"Rommel has reinforced his troops on the Egyptian b","1941-5-27","Rommel has reinforced his troops on the Egyptian border and his two panzer regiments retake Halfaya Pass in a converging attack. The Germans begin work to fortify their new position, especially by digging in their 88mm guns."
"King Leopold of Belgium agrees to the surrender of","1940-5-28","King Leopold of Belgium agrees to the surrender of the Belgian army without consulting the other Allies or his government (now in Paris). The capitulation becomes effective at 1100 hours."
"About 400 American bombers attack German synthetic","1944-5-29","About 400 American bombers attack German synthetic fuel works and oil refineries at Polits and other locations causing major setbacks in aircraft fuel production."
"Four Japanese submarines arrive in Hawaii to inter","1942-5-30","Four Japanese submarines arrive in Hawaii to intercept the American task forces destined for Midway, but are too late to intercept the ships."
"The destroyer USS England  sinks the Japanese subm","1944-5-31","The destroyer USS England  sinks the Japanese submarine RO105, northwest of the island of New Ireland. This is the sixth successful attack on a submarine by this vessel in twelve days."
"Heinrich Himmler, commander of the German Schutzst","1945-5-23","Heinrich Himmler, commander of the German Schutzstaffel (SS), was scheduled to stand trial with other German leaders as a major war criminal at Nuremberg, but committed suicide by swallowing a potassium cyanide capsule before interrogation could begin. He had sent a personal application to General Eisenhower stating that he wished to apply for the position of Minister of Police in the post-war government of Germany, but Eisenhower refused to have anything to do with Himmler and he was subsequently declared a major war criminal."
"Born Today: Ferdinand III (Holy Roman Emperor),  P","1-7-13","Born Today: Ferdinand III (Holy Roman Emperor),  Patrick Stewart (actor), Harrison Ford (actor), Cheech Marin (comedian)"
"Near Crete, the cruiser Calcutta is sunk by German","1940-6-1","Near Crete, the cruiser Calcutta is sunk by German aircraft during the evacuation operations. Altogether 18,600 men are taken off, but casualties and prisoners in the battle for the island amount to another 15,000 from the land forces and 2000 from the navy. About 600 more men will escape later. The largest groups of prisoners are the 5000 men who are captured when the Germans take Sfakia and the garrison of Retimo who do not receive evacuation instructions. The British forces lose three cruisers and six destroyers. In addition two battleships, one carrier and numerous cruisers and destroyers have been damaged. The Germans admit casualties of 7000 from their force and Hitler decides that such large-scale airborne operations should not be repeated even though the result has been a brilliant success."
"In Italy the US 5th Army enters Rome in force and","1944-6-5","In Italy the US 5th Army enters Rome in force and continues to advance in pursuit of the retreating German forces. Traffic congestion on the limited road network hinders the advance, as does the German rearguards."
"The French line along the Somme between Amiens and","1940-6-6","The French line along the Somme between Amiens and the coast is broken by the attacks of 15th Panzer Corps after a vigorous struggle. Rommel's 7th Panzer Division makes the largest gains. Between Amiens and Peronne, Kleist's Panzer Group is still being held, but farther inland Guderian's divisions are seizing bridgeheads over the Aisne in preliminary attacks."
"The German battle cruisers Scharnhorst and Gneisen","1940-6-8","The German battle cruisers Scharnhorst and Gneisenau operate off the Norwegian coast. Their aim is to attack the various convoys carrying the evacuation from Norway to Britain. They sink three empty ships and then find the aircraft carrier Glorious and two destroyers. Despite a gallant defense by the destroyers there is no time for Glorious to escape or launch her aircraft, and although Scharnhorst is damaged all three British ships are sunk."
"In Occupied Czechoslovakia in reprisal for the ass","1942-6-9","In Occupied Czechoslovakia in reprisal for the assassination of Reinhard Heydrich (SS-Obergruppenführer, chief of the Reich Security Main Office), the German authorities level the village of Lidice and kill its population. More than 100 Czechs have already been executed in retribution for the assassination."
"The Germans are across the Seine west of Paris. El","1940-6-10","The Germans are across the Seine west of Paris. Elements of the French 10th Army are still fighting around St. Valery along with some British forces. Some of these units are evacuated from the town. East of Paris the German advance is also very rapid. Evacuations also begin at Le Havre. In the next three days 11,059 British and some French will be taken off, some to go to Cherbourg but the bulk is bound for Britain. East of Paris the German forces begin to gain ground south of the Aisne."
"Numerous German Luftwaffe raids, on targets in Eng","1941-6-11","Numerous German Luftwaffe raids, on targets in England, are carried out during the night. Leaflets are dropped over rural areas of East Anglia threatening starvation as a consequence of a German victory in the battle of the Atlantic."
"In Kwangsi province, China, 3 Chinese armies prepa","1945-6-7","In Kwangsi province, China, 3 Chinese armies prepare to launch an offensive to liberate the Hong Kong - Canton area. In Hunan province, the Chinese follow up the retreating Japanese as far as Paoching, which was the starting position of the Japanese spring offensive."
"On Okinawa, many of the Japanese naval infantry cu","1945-6-12","On Okinawa, many of the Japanese naval infantry cut off in the Oruku peninsula, reduced to a pocket of about 1000 square yards, begin to commit mass suicide to avoid surrender. The US 1st Marine Division captures the west end of Kunishi Ridge during a night attack. The US 96th Division attacks Japanese positions around Mount Yuza and Mount Yaeju."
"The Vichy government announces that more than 12,0","1941-6-13","The Vichy government announces that more than 12,000 Jews have been arrested and are being interned in concentration camps because of a Jewish plot to hinder Franco-German cooperation. The anti-Semitic laws in Vichy are being extended to include the expropriation of Jewish-owned businesses without compensation."
"The first raid by American B-29 Superfortress bomb","1944-6-14","The first raid by American B-29 Superfortress bombers is carried out over Japan. A total of 48 planes (of which 4 are lost) make an ineffective strike on the Yawata iron and steel works during the night from bases in China."
"American landing on Saipan (Operation Forager) beg","1944-6-15","American landing on Saipan (Operation Forager) began with a three hour air and naval bombardment. Elements of the US 5th Amphibious Corps come ashore with a force of 67,500 men, to the north and south of Afetna Point. The two beachheads fail to link up immediately, but the American forces do advance inland. The Japanese garrison consists of about 30,000 men."
"The German U-boat  U-205 sinks the cruiser HMS Her","1942-6-16","The German U-boat  U-205 sinks the cruiser HMS Hermione on its way back to Egypt, escorting the aborted convoy to Malta."
"Churchill broadcasts saying that the Battle of Fra","1940-6-17","Churchill broadcasts saying that the Battle of France is over and that the Battle of Britain is about to begin. His message is Let us so bear ourselves that, if the British Empire and Commonwealth last for a thousand years, men will still say, This was their finest hour."
"On Luzon, Philipines, elements of the US 37th Divi","1945-6-18","On Luzon, Philipines, elements of the US 37th Division, supported by an armored column, advance in the Caygayan valley, capturing Ilagan airfield and crossing the Ilagan River. On Mindanao, organized Japanese resistance comes to an end. Forces of the Japanese 35th Army have been cut off and have depended on roots and tree bark for food for some time now. Nonetheless, some small units of Japanese continue to resist."
"In the Philippine Sea in the early morning hours J","1944-6-20","In the Philippine Sea in the early morning hours Japanese reconnaissance finds US Task Force 58 while remaining undetected. The Japanese immediately launch 372 aircraft, in four waves, to strike the American fleet. Overall, the Japanese have about 550 planes (including those on Guam) while the Americans have roughly 950. Furthermore, US radar provides significant advance warning of the attack. There is enough time to launch an air raid on Guam before the Japanese can arrive over their target. American fighters begin intercepting the incoming Japanese planes while 50 miles away. Many of the attackers are shot down before reaching the American fleet"
"Born Today: Edward the Black Prince (Prince of Wal","1-6-24","Born Today: Edward the Black Prince (Prince of Wales),  Jack Dempsey (boxer), Al Molinaro (Al #1/Happy Days), Peter Weller & Nancy Allen (actors:Robocop)"
"Rommel's assault on Tobruk begins. His plan is to","1942-6-20","Rommel's assault on Tobruk begins. His plan is to attack in the southeast with the German 15th Panzer, 21st Panzer Divisions and the Italian Ariete Division and drive through to the harbor. General Kesselring has sent all available bomber support from the Mediterranean. The attack begins with the bombing campaign in the morning and by early evening, German forces have reached the harbor."
"The garrison at Tobruk surrenders. 30,000 prisoner","1942-6-21","The garrison at Tobruk surrenders. 30,000 prisoners are taken by the Germans, but more importantly the huge storehouse of food and fuel fall into the German hands. More than 3,000,000 rations and 500,000 gallons of gasoline replenish the Afrika Korps meager supplies. Rommel requests and receives permission to continue the drive to Egypt over the objections of Kesselring who wishes to focus German forces on Malta with Operation Hercules.From Berlin: Hitler promotes General Rommel to Field Marshall in recognition of the successes of the Afrika Korps."
"Operation Barbarossa, the German attack on the Sov","1941-6-22","Operation Barbarossa, the German attack on the Soviet Union, begins. Despite the massive preparations spread over many months and the numerous indications Stalin receives from many sources, the Soviet forces are taken almost completely by surprise and lose very heavily in the first encounters. The Germans deploy over 3,000,000 men, 7100 guns, 3300 tanks, 625,000 horses and 2770 aircraft. The Soviet forces include 24,000 tanks and 8000 aircraft. On the first day of the attack almost everything goes the German way. The attack begins at 0300 hours with advances on the ground and simultaneous air strikes. The  Luftwaffe begins its operations very early in order to be over the Soviet bases exactly at zero hour. By noon the Soviet Air Force has lost around 1200 planes. The land battle is equally successful. The panzer spearhead Army Group North advances 40 miles during the day and Army Group Center captures most of the Bug River bridges intact."
"American forces of the US 7th Corps (part of 1st A","1944-6-23","American forces of the US 7th Corps (part of 1st Army) penetrate the outer defenses of Cherbourg. Elements of British 2nd Army also make gains. The British 5th Division captures St. Honorina, northwest of Caen."
"In Moscow, there is a victory parade at which capt","1945-6-24","In Moscow, there is a victory parade at which captured Nazi banners are ceremonially dragged across Red Square. The standard of the 1st SS Panzer Division Leibstandardt Adolf Hitler  is among the two hundred banners thrown on the ground before Lenin's tomb. Stalin and senior members of the government and Communist Party watched from the top of the tomb. Marshal Georgi Zhukov leads the parade, riding a white horse, the traditional Russian mount for a conquering hero. In a speech to the massive gathering, Zhukov said that the Red Army is the most powerful in the world, but the USSR must not become conceited or complacent."
"On Luzon, Philipines, Tuguegarao is captured by th","1945-6-25","On Luzon, Philipines, Tuguegarao is captured by the American forces in the Cagayan valley. Gattaran is retaken in the southward advance of the American paratroopers dropped at Aparri, after the Japanese had expelled the Filipino guerrillas. Penablanca is also captured. The surviving Japanese units on the island, about 50,000 troops, are now concentrated in the Sierra Madre area to the east of the Cagayan valley."
"Despite superior numbers of tanks and several fres","1942-6-26","Despite superior numbers of tanks and several fresh formations the British cannot halt the German advance into Egypt near Mersa Matruh, a seaport on the shore of the Mediterranean."
"On the Eastern Front forces of the Soviet 13th Arm","1941-6-27","On the Eastern Front forces of the Soviet 13th Army (Filatov), recently assigned to West Front, are struck by the attacks of German Panzer Group 3, advancing southward, and Panzer Group 2, striking northward. The panzer groups link up near Minsk, trapping another 3 Soviet rifle divisions in what is now the Bialystok-Nowogrodek pocket. There are about 20 Soviet divisions encircled."
"In the Cotentin Peninsula (part of the north-west","1944-6-28","In the Cotentin Peninsula (part of the north-west coast of France), American forces of US 1st Army prepare to eliminate German resistance in the direction of Cap de la Hague. The forces of British 2nd Army cross the Odon River on a 2 mile front near Mondrainville."
"Initial objectives of the Soviet summer offensive","1944-6-29","Initial objectives of the Soviet summer offensive are reached. The 1st Belorussian Front captures Bobruisk. The forces under Rokossovsky have destroyed over 350 armored vehicles, 2600 artillery pieces, killed 50,000 troops and captured 20,000 Germans in less than a week. The forces of 1st Belorussian now aim northwest toward Minsk with the aim of encircling German 4th Army, and the remnants of 9th Army, with forces of the 3rd Belorussian Front advancing southwest, while 2nd Belorussian pins down the German forces east of Minsk."
"In the Mariana Islands, the American 5th Amphibiou","1944-6-30","In the Mariana Islands, the American 5th Amphibious Corps has captured over half of Saipan. Fighting north of Mount Tipo Pale and Mount Tapotchau continues. Death Valley and Purple Heart Ridge are cleared."
"The outbound convoy PQ-17 to Murmansk has been dis","1942-7-1","The outbound convoy PQ-17 to Murmansk has been discovered by the German intelligence service B Dienst. Acting on this information, German U-boats  U-255 and  U-408 find the convoy. They are joined by 8 other U-boats and by July 6th the convoy had suffered the heaviest losses of any Russia-bound (PQ) convoy, with 25 vessels out of 36 lost to enemy action."
"The submarine USS Barb fires rockets on Kaihyo Isl","1945-7-2","The submarine USS Barb fires rockets on Kaihyo Island, off the east coast of Sakhalin Island. It is the first American underwater craft to fire rockets in shore bombardment. Meanwhile, Japanese sources report that only 200,000 people remain in Tokyo. All others have been evacuated to safer areas. The Japanese claim that some 5 million civilians have been killed or wounded by American fire-bombs."
